index,singer,time,lyric,song
6,朴树,5:02," 
                       [00:00.00]朴树 - 平凡之路
[00:03.25]词：韩寒/朴树
[00:04.38]曲：朴树
[00:11.80]徘徊着的 在路上的
[00:17.58]你要走吗 Via Via
[00:23.30]易碎的 骄傲着
[00:29.01]那也曾是我的模样
[00:34.70]沸腾着的 不安着的
[00:40.46]你要去哪 Via Via
[00:46.23]谜一样的 沉默着的
[00:51.92]故事你真的在听吗
[00:56.16]我曾经跨过山和大海
[00:59.28]也穿过人山人海
[01:01.90]我曾经拥有着的一切
[01:05.02]转眼都飘散如烟
[01:07.61]我曾经失落失望失掉所有方向
[01:13.44]直到看见平凡才是唯一的答案
[01:31.85]当你仍然 还在幻想
[01:37.66]你的明天 Via Via
[01:43.20]她会好吗 还是更烂
[01:49.01]对我而言是另一天
[01:53.37]我曾经毁了我的一切
[01:56.43]只想永远地离开
[01:59.03]我曾经堕入无边黑暗
[02:02.13]想挣扎无法自拔
[02:04.84]我曾经像你像他像那野草野花
[02:10.65]绝望着 也渴望着
[02:13.55]也哭也笑平凡着
[03:03.42]向前走 就这么走
[03:06.10]就算你被给过什么
[03:08.95]向前走 就这么走
[03:11.88]就算你被夺走什么
[03:14.68]向前走 就这么走
[03:17.63]就算你会错过什么
[03:20.42]向前走 就这么走
[03:23.22]就算你会
[03:24.98]我曾经跨过山和大海
[03:27.92]也穿过人山人海
[03:30.55]我曾经拥有着的一切
[03:33.61]转眼都飘散如烟
[03:36.12]我曾经失落失望失掉所有方向
[03:42.23]直到看见平凡才是唯一的答案
[03:47.85]我曾经毁了我的一切
[03:50.74]只想永远地离开
[03:53.19]我曾经堕入无边黑暗
[03:56.41]想挣扎无法自拔
[03:58.91]我曾经像你像他像那野草野花
[04:04.91]绝望着 也渴望着
[04:07.89]也哭也笑平凡着
[04:10.78]我曾经跨过山和大海
[04:13.56]也穿过人山人海
[04:16.32]我曾经问遍整个世界
[04:19.34]从来没得到答案
[04:21.85]我不过像你像他像那野草野花
[04:27.99]冥冥中这是我 唯一要走的路啊
[04:34.69]时间无言 如此这般
[04:40.38]明天已在 Hia Hia
[04:46.09]风吹过的 路依然远
[04:51.84]你的故事讲到了哪

                    ",平凡之路
4,张北北,4:02," 
                       [00:00.60]张北北 - 拥抱你离去
[00:01.74]作词：刘涛
[00:02.68]作曲：刘涛
[00:34.77]拥抱着你的离去
[00:37.62]数着一行行的泪滴
[00:41.36]枕着梦这回忆不忍睡
[00:45.12]寂寞夜只剩我的狼狈
[00:49.00]谎言天花乱坠
[00:52.21]目睹你和他的暧昧
[00:55.72]我的心在慢慢枯萎
[00:58.85]悄悄地碎
[01:02.97]如果亲爱的心痛
[01:05.42]不爱的保重
[01:07.32]难爱的却成空
[01:10.38]让我再一次感受你的温柔
[01:17.24]如果他更适合你依偎
[01:20.75]悲伤该如何全身而退
[01:25.17]爱情已经已无所谓
[02:01.80]谎言天花乱坠
[02:04.92]目睹你和他的暧昧
[02:08.57]我的心在慢慢枯萎
[02:11.72]悄悄地碎
[02:15.66]如果亲爱的心痛
[02:18.14]不爱的保重
[02:20.00]难爱的却成空
[02:23.10]让我再一次感受你的温柔
[02:29.62]如果他更适合你依偎
[02:33.53]悲伤该如何全身而退
[02:37.61]爱情已经已无所谓
[02:44.72]如果亲爱的心痛
[02:47.27]不爱的保重
[02:49.13]难爱的却成空
[02:52.29]让我再一次感受你的温柔
[02:59.15]如果他更适合你依偎
[03:02.71]悲伤该如何全身而退
[03:06.66]你的干脆我没防备
[03:13.84]如果他更适合你依偎
[03:17.19]悲伤该如何全身而退
[03:21.10]爱情已经已无所谓

                    ",拥抱你离去
,李袁杰,4:08," 
                       [00:00.16]李袁杰 - 离人愁
[00:01.00]词：李袁杰
[00:01.16]曲：李袁杰
[00:01.32]编曲：筱筱雨沐
[00:01.55]混录：Rown
[00:28.06]春去白了华发落寞了思量
[00:34.46]剪下一缕愁丝遮目让人盲
[00:41.15]今人断了肠 今天各一方
[00:47.59]今生与你相见无望
[00:53.65]繁华落幕离人难敢诉衷肠
[01:00.00]昨夜又见当年弃我不归郎
[01:06.91]今夜太漫长 今两股痒痒
[01:13.24]今人比枯叶瘦花黄
[01:18.88]我应在江湖悠悠 饮一壶浊酒
[01:26.14]醉里看百花深处愁
[01:31.80]莫把那关外野游 留佳人等候
[01:38.86]梦里伤此情高几楼
[02:10.42]繁华落幕离人难敢诉衷肠
[02:16.69]昨夜又见当年弃我不归郎
[02:23.62]今夜太漫长 今两股痒痒
[02:30.03]今人比枯叶瘦花黄
[02:35.75]我应在江湖悠悠 饮一壶浊酒
[02:42.95]醉里看百花深处愁
[02:48.53]莫把那关外野游 留佳人等候
[02:55.30]梦里伤此情高几楼
[03:01.30]我应在江湖悠悠 饮一壶浊酒
[03:08.45]醉里看百花深处愁
[03:14.06]莫把那关外野游 留佳人等候
[03:21.31]梦里伤此情高几楼
[03:27.93]梦里伤此情高几楼

                    ",离人愁
5,袁娅维,4:02," 
                       [00:00.16]袁娅维 - 说散就散(《前任3：再见前任》电影主题曲)
[00:05.37]作词：张楚翘
[00:06.59]作曲：伍乐城
[00:18.44]抱一抱
[00:19.55]就当作从没有在一起
[00:25.17]好不好
[00:26.37]要解释都已经来不及
[00:32.03]算了吧
[00:33.28]我付出过什么没关系
[00:37.50]我忽略自己
[00:40.06]就因为遇见你
[00:44.54]没办法
[00:46.31]好可怕
[00:47.96]那个我
[00:49.73]不像话
[00:50.98]一直奋不顾身
[00:54.83]是我太傻
[00:57.26]说不上爱别说谎
[01:00.60]就一点喜欢
[01:03.99]说不上恨别纠缠
[01:07.44]别装作感叹
[01:10.95]就当作我太麻烦
[01:13.06]不停让自己受伤
[01:14.87]我告诉我自己
[01:17.58]感情就是这样
[01:21.09]怎么一不小心太疯狂
[01:34.01]抱一抱
[01:34.94]再好好觉悟不能长久
[01:40.61]好不好
[01:41.80]有亏欠我们都别追究
[01:47.46]算了吧
[01:48.69]我付出再多都不足够
[01:52.95]我终于得救
[01:55.52]我不想再献丑
[02:00.09]没办法 不好吗
[02:03.45]大家都 不留下
[02:06.37]一直勉强相处
[02:10.27]总会累垮
[02:12.60]说不上爱别说谎
[02:16.08]就一点喜欢
[02:19.37]说不上恨别纠缠
[02:22.86]别装作感叹
[02:26.32]就当作我太麻烦
[02:28.49]不停让自己受伤
[02:30.24]我告诉我自己
[02:33.00]感情就是这样
[02:36.44]怎么一不小心太疯狂
[02:42.45]别后悔
[02:43.47]就算错过
[02:45.78]在以后
[02:46.89]你少不免想起我
[02:51.37]还算不错
[02:55.51]当我不在你会不会难过
[02:58.98]你够不够我这样洒脱
[03:03.93]说不上爱别说谎
[03:07.51]就一点喜欢
[03:10.95]说不上恨别纠缠
[03:14.36]别装作感叹
[03:16.48]将一切都体谅
[03:18.20]将一切都原谅
[03:19.91]我尝试找答案
[03:21.57]而答案很简单
[03:23.33]简单得很遗憾
[03:27.50]因为成长
[03:29.53]我们逼不得已要习惯
[03:34.28]因为成长
[03:36.50]我们忽尔间说散就散

                    ",说散就散
253,林忆莲,4:34," 
                       [00:00.60]林忆莲 - 至少还有你
[00:01.60]词：林夕
[00:02.60]曲：Davy Chan
[00:16.27]我怕来不及
[00:20.18]我要抱着你
[00:23.93]直到感觉你的皱纹
[00:27.92]有了岁月的痕迹
[00:31.82]直到肯定你是真的
[00:36.02]直到失去力气
[00:39.97]为了你我愿意
[00:47.13]动也不能动
[00:50.88]也要看着你
[00:54.73]直到感觉你的发线
[00:58.68]有了白雪的痕迹
[01:02.53]直到视线变得模糊
[01:06.89]直到不能呼吸
[01:10.64]让我们形影不离
[01:16.59]如果全世界我也可以放弃
[01:21.79]至少还有你值得我去珍惜
[01:25.65]而你在这里
[01:27.50]就是生命的奇迹
[01:31.75]也许全世界我也可以忘记
[01:37.15]就是不愿意失去你的消息
[01:41.00]你掌心的痣
[01:42.84]我总记得在哪里
[01:52.49]我怕来不及
[01:56.25]我要抱着你
[02:00.10]直到感觉你的发线
[02:03.95]有了白雪的痕迹
[02:07.85]直到视线变得模糊
[02:12.11]直到不能呼吸
[02:15.96]让我们形影不离
[02:21.66]如果全世界我也可以放弃
[02:26.96]至少还有你值得我去珍惜
[02:30.82]而你在这里
[02:32.82]就是生命的奇迹
[02:37.01]也许全世界我也可以忘记
[02:42.37]只是不愿意失去你的消息
[02:46.22]你掌心的痣
[02:48.17]我总记得在哪里
[03:09.37]我们好不容易
[03:11.22]我们身不由己
[03:16.92]我怕时间太快
[03:18.88]不够将你看仔细
[03:24.63]我怕时间太慢
[03:26.63]日夜担心失去你
[03:29.53]恨不得一夜之间白头
[03:35.25]永 不 分 离
[03:38.89]如果全世界我也可以放弃
[03:43.94]至少还有你值得我去珍惜
[03:47.79]而你在这里
[03:49.79]就是生命的奇迹
[03:54.10]也许全世界我也可以忘记
[03:59.33]只是不愿意失去你的消息
[04:03.23]你掌心的痣
[04:05.18]我总记得在哪里
[04:14.28]在 哪 里

                    ",至少还有你
246,陈粒,4:57," 
                       [00:00.00]陈粒 - 小半
[00:00.65]作曲 : 陈粒
[00:00.80]作词 : 涂玲子
[00:00.45]不敢回看
[00:02.59]左顾右盼不自然的暗自喜欢
[00:06.65]偷偷搭讪总没完地坐立难安
[00:11.15]试探说晚安 多空泛又心酸
[00:17.72]低头呢喃
[00:19.59]对你的偏爱太过于明目张胆
[00:24.09]在原地打转的小丑伤心不断
[00:28.40]空空留遗憾 多难堪又为难
[00:34.56]释然 慵懒 尽欢 时间风干后你我再无关
[00:43.56]没答案 怎么办 看不惯我自我欺瞒
[00:51.58]纵容着 喜欢的 讨厌的 宠溺的 厌倦的
[00:56.93]一个个慢慢黯淡
[01:00.11]纵容着 任性的 随意的 放肆的 轻易的
[01:05.62]将所有欢脱倾翻
[01:08.75]不应该 太心软 不大胆 太死板 不果断
[01:14.41]玩弄着肆无忌惮
[01:17.55]不应该 舍弃了 死心了 放手了 断念了
[01:23.12]无可奈何不耐烦
[01:27.27]不算
[01:32.13]灯火阑珊
[01:34.05]我的心借了你的光是明是暗
[01:38.35]笑自己情绪太泛滥形只影单
[01:42.75]自嘲成习惯 多敏感又难缠
[01:49.12]低头呢喃
[01:51.45]对你的偏爱太过于明目张胆
[01:55.80]在原地打转的小丑伤心不断
[02:00.20]空空留遗憾 多难堪又为难
[02:06.51]释然 慵懒 尽欢 时间风干后你我再无关
[02:15.27]没答案 怎么办 看不惯我自我欺瞒
[02:23.22]纵容着 喜欢的 讨厌的 宠溺的 厌倦的
[02:28.63]一个个慢慢黯淡
[02:31.66]纵容着 任性的 随意的 放肆的 轻易的
[02:37.33]将所有欢脱倾翻
[02:40.51]不应该 太心软 不大胆 太死板 不果断
[02:46.08]玩弄着肆无忌惮
[02:49.32]不应该 舍弃了 死心了 放手了 断念了
[02:54.73]无可奈何不耐烦
[03:15.79]任由着 你躲闪 我追赶 你走散 我呼喊
[03:21.00]是谁在泛泛而谈
[03:24.13]任由着 你来了 你笑了 你走了 不看我
[03:29.70]与理所当然分摊
[03:33.04]不明白 残存的 没用的 多余的 不必的
[03:38.45]破烂也在手紧攥
[03:41.54]不明白 谁赧然 谁无端 谁古板 谁极端
[03:47.15]无辜不知所以然
[03:50.91]纵容着 喜欢的 讨厌的 宠溺的 厌倦的
[03:55.76]一个个慢慢黯淡
[03:59.21]纵容着 任性的 随意的 放肆的 轻易的
[04:04.57]将所有欢脱倾翻
[04:07.65]不应该 太心软 不大胆 太死板 不果断
[04:13.32]玩弄着肆无忌惮
[04:16.65]不应该 舍弃了 死心了 放手了 断念了
[04:22.02]无可奈何不耐烦

                    ",小半
252,庄心妍,4:27," 
                       [00:00.15]庄心妍 - 两个人的回忆一个人过
[00:07.69]词：潘攀
[00:08.83]曲：潘攀
[00:09.92]编：关剑
[00:11.07]混音：付威
[00:12.53]监制：赖剑亮
[00:30.54]还要走多久 还有多少个沙丘
[00:37.08]这黑夜快要把我吞没
[00:43.43]我的泪化成河 忧郁像落叶漂泊
[00:50.12]寂寞的歌谁来附和
[00:57.35]心空似荒漠 傻傻等你说爱我
[01:03.84]一个女人其实要的并不多
[01:10.33]不知什么时候 我们没有了问候
[01:17.14]寂寞的人 寂寞的歌
[01:23.18]你知不知道我爱你就像飞蛾扑向火
[01:30.70]为什么你不懂女人的脆弱
[01:36.58]你知不知道我对你就像为爱着了魔
[01:44.21]傻傻的等 厮守你给的承诺
[02:31.85]心空似荒漠 傻傻等你说爱我
[02:38.27]一个女人其实要的并不多
[02:44.94]不知什么时候 我们没有了问候
[02:51.78]寂寞的人 寂寞的歌
[02:57.87]你知不知道我爱你就像飞蛾扑向火
[03:05.25]为什么你不懂女人的脆弱
[03:11.13]你知不知道我对你就像为爱着了魔
[03:18.80]傻傻的等 厮守你给的承诺
[03:25.12]你知不知道我爱你就像飞蛾扑向火
[03:32.31]你不懂一个女人对爱的执着
[03:38.32]你知不知道我对你就像为爱着了魔
[03:45.88]两个人的回忆 一个人过
[03:52.23]两个人的回忆 一个人过

                    ",两个人的回忆一个人过
251,门丽,3:39," 
                       [00:00.76]门丽 - 死心塌地去爱你
[00:04.26]词：阿郎
[00:05.76]曲：阿郎
[00:13.27]你站在他的身边对我说
[00:19.71]你说我们之间没有结果
[00:26.32]这现实的生活
[00:28.52]让你禁不起诱惑
[00:32.43]你说你已经顾不了那么多
[00:38.88]其实我真的好想对你说
[00:45.20]其实我现在真的好难过
[00:51.70]你背弃了承诺
[00:54.00]将我的爱肆意挥霍
[00:58.00]难道你从来没有爱过我
[01:03.26]我爱你全心全意
[01:06.41]却被你伤得彻底
[01:10.01]当我用尽全力的去爱你
[01:13.31]最后你却选择想要放弃
[01:16.06]我想你在黑夜里
[01:19.18]忍不住伤心的哭泣
[01:22.83]当你带走了我全部的感情
[01:26.13]还要不顾一切去爱你
[01:28.79]死心塌地
[02:02.11]其实我真的好想对你说
[02:08.44]其实我现在真的好难过
[02:14.92]你背弃了承诺
[02:17.17]将我的爱肆意挥霍
[02:21.23]难道你从来没有爱过我
[02:26.44]我爱你全心全意
[02:29.59]却被你伤得彻底
[02:33.19]当我用尽全力的去爱你
[02:36.49]最后你却选择想要放弃
[02:39.29]我想你在黑夜里
[02:42.40]忍不住伤心的哭泣
[02:46.00]当你带走了我全部的感情
[02:49.30]还要不顾一切去爱你
[02:52.00]死心塌地
[02:55.26]我爱你全心全意
[02:58.36]却被你伤得彻底
[03:01.97]当我用尽全力的去爱你
[03:05.22]最后你却选择想要放弃
[03:08.02]我想你在黑夜里
[03:11.18]忍不住伤心的哭泣
[03:14.83]当你带走了我全部的感情
[03:18.13]还要不顾一切去爱你
[03:20.88]死心塌地

                    ",死心塌地去爱你
445,孙楠、韩红,4:52," 
                       [00:00.15]孙楠、韩红 - 美丽的神话
[00:00.20]词：谢占隽
[00:00.30]曲：崔浚荣
[00:16.17]孙：梦中人熟悉的脸孔
[00:24.26]你是我守候的温柔
[00:31.60]就算泪水淹没天地我不会放手
[00:46.48]每一刻孤独的承受
[00:53.76]只因我曾许下承诺
[01:00.24]合：你我之间熟悉的感动
[01:08.52]爱就要苏醒
[01:14.17]韩：万世沧桑唯有爱是永远的神话
[01:22.41]潮起潮落始终不毁真爱的相约
[01:29.76]几番苦痛的纠缠多少黑夜挣扎
[01:37.20]紧握双手让我和你再也不离分
[01:59.66]孙：枕上雪冰封的爱恋
[02:07.60]真心相拥才能融解
[02:14.15]合：风中摇曳炉上的火不灭亦不休
[02:28.71]合：等待花开春去春又来无情
[02:38.92]岁月笑我痴狂
[02:43.71]合：心如钢铁任世界荒芜
[02:51.86]思念永相随
[02:57.97]孙：万世沧桑唯有爱是永远的神话
[03:05.67]潮起潮落始终不毁真爱的相约
[03:13.10]几番苦痛的纠缠多少黑夜挣扎
[03:20.58]紧握双手让我和你再也不离分
[03:27.68]合：悲欢岁月唯有爱是永远的神话
[03:35.16]谁都没有遗忘古老古老的誓言
[03:42.62]你的泪水化为漫天飞舞的彩蝶
[03:49.97]爱是翼下之风两心相随自在飞
[03:57.51]悲欢岁月唯有爱是永远的神话
[04:04.84]谁都没有遗忘古老古老的誓言
[04:12.25]你的泪水化为漫天飞舞的彩蝶
[04:19.56]爱是翼下之风两心相随自在飞
[04:28.83]韩：你是我心中唯一美丽的神话

                    ",美丽的神话
444,蒋蒋,4:01," 
                       [00:00.00]蒋蒋 - 退
[00:00.80]词：蒋蒋
[00:00.93]曲：蒋蒋
[00:01.06]编曲：朱鸽
[00:01.23]制作人：朱鸽
[00:01.43]缩混：殇小谨
[00:01.63]吉他：朱鸽
[00:01.79]Bass：朱鸽
[00:01.92]和声：殇小谨
[00:02.12]和声编写：殇小谨
[00:02.38]配唱制作人：朱鸽
[00:02.65]录音室：1803 Studio
[00:02.85]混音室：Hot Music Studio
[00:03.08]监制：三千
[00:31.13]我们乐此不疲
[00:34.66]沉迷情感游戏
[00:38.27]大雨总在纷纷扰扰中断句
[00:45.65]往事今非昔比
[00:49.21]回忆如一滩泥
[00:52.79]陷入沼泽的你遇到了天敌
[00:58.34]谎言变本加厉的说客
[01:06.52]好多委屈无法平复的过客
[01:12.94]后退
[01:14.52]退到没了绝路我好狼狈
[01:18.22]撑到最后我不敢再奉陪
[01:21.82]流着眼泪装什么大无畏
[01:25.51]现在尝到无路可退孤独的滋味
[01:30.97]后退
[01:32.91]退到悬崖绝壁我好心碎
[01:36.39]粉身碎骨我不怕成野鬼
[01:40.02]你的眼角为什么还有泪
[01:43.58]终于明白我们都在黑夜里沉醉
[01:49.11]沉醉
[02:05.45]往事今非昔比
[02:09.09]回忆如一滩泥
[02:12.75]陷入沼泽的你遇到了天敌
[02:18.20]谎言变本加厉的说客
[02:26.46]好多委屈无法平复的过客
[02:32.78]后退
[02:34.85]退到没了绝路我好狼狈
[02:38.20]撑到最后我不敢再奉陪
[02:41.78]流着眼泪装什么大无畏
[02:45.37]现在尝到无路可退孤独的滋味
[02:50.98]后退
[02:52.76]退到悬崖绝壁我好心碎
[02:56.35]粉身碎骨我不怕成野鬼
[02:59.98]你的眼角为什么还有泪
[03:03.58]终于明白我们都在黑夜里沉醉
[03:09.17]后退
[03:11.01]退到没了绝路我好狼狈
[03:14.57]撑到最后我不敢再奉陪
[03:18.21]流着眼泪装什么大无畏
[03:21.80]现在尝到无路可退孤独的滋味
[03:27.26]后退
[03:29.09]退到悬崖绝壁我好心碎
[03:32.77]粉身碎骨我不怕成野鬼
[03:36.37]你的眼角为什么还有泪
[03:39.97]终于明白我们都在黑夜里沉醉
[03:45.46]沉醉

                    ",退
443,张学友,4:49," 
                       [00:00.60]张学友 - 一路上有你
[00:01.60]词：谢明训
[00:02.60]曲：片山圭司
[00:10.58]你知道吗爱你并不容易
[00:15.83]还需要很多勇气
[00:21.02]是天意吧  好多话说不出去
[00:26.42]就是怕你负担不起
[00:31.32]你相信吗 这一生遇见你
[00:36.27]是上辈子我欠你的
[00:41.43]是天意吧 让我爱上你
[00:47.00]才又让你离我而去
[00:53.43]也许 轮回里早已注定
[00:57.60]今生就该我还给你
[01:03.72]一颗心在风雨里 飘来飘去
[01:08.27]都是为你
[01:15.18]一路上有你 苦一点也愿意
[01:19.94]就算是为了分离与我相遇
[01:25.34]一路上有你 痛一点也愿意
[01:30.14]就算这辈子注定要和你分离
[01:44.35]你知道吗 爱你并不容易
[01:49.11]还需要很多勇气
[01:54.68]是天意吧 好多话说不出去
[02:00.03]就是怕你负担不起
[02:04.61]你相信吗 这一生遇见你
[02:09.68]是上辈子我欠你的
[02:15.28]是天意吧 让我爱上你
[02:20.44]才又让你离我而去
[02:27.00]也许 轮回里早已注定
[02:31.58]今生就该我还给你
[02:37.12]一颗心在风雨里 飘来飘去
[02:41.97]都是为你
[02:48.62]一路上有你 苦一点也愿意
[02:53.57]就算是为了分离与我相遇
[02:59.07]一路上有你 痛一点也愿意
[03:04.25]就算这辈子
[03:05.70]注定要和你分离
[03:38.13]一路上有你苦一点也愿意
[03:42.99]就算是为了分离与我相遇
[03:48.26]一路上有你 痛一点也愿意
[03:53.37]就算这辈子注定要和你分离
[03:58.87]一路上有你 苦一点也愿意
[04:03.77]就算是为了分离与我相遇
[04:09.59]一路上有你 痛一点也愿意
[04:14.19]就算只能在梦里拥抱你

                    ",一路上有你
456,姜育恒,4:14," 
                       [00:00.60]姜育恒 - 再回首
[00:01.60]词：陈乐融
[00:02.60]曲：卢冠廷
[00:14.63]再回首云遮断归途
[00:21.17]再回首荆棘密布
[00:28.56]今夜不会再有难舍的旧梦
[00:36.01]曾经与你共有的梦
[00:39.70]今后要向谁诉说
[00:43.09]再回首背影已远走
[00:49.83]再回首泪眼朦胧
[00:57.35]留下你的祝福寒夜温暖我
[01:04.71]不管明天要面对多少伤痛和迷惑
[01:11.45]曾经在幽幽暗暗反反复复中追问
[01:18.39]才知道平平淡淡从从容容才是真
[01:25.73]再回首恍然如梦
[01:29.24]再回首我心依旧
[01:32.81]只有那无尽的长路伴着我
[02:08.76]再回首背影已远走
[02:15.86]再回首泪眼朦胧
[02:22.85]留下你的祝福寒夜温暖我
[02:30.51]不管明天要面对多少伤痛和迷惑
[02:37.41]曾经在幽幽暗暗反反复复中追问
[02:44.49]才知道平平淡淡从从容容才是真
[02:51.37]再回首恍然如梦
[02:55.03]再回首我心依旧
[02:58.68]只有那无尽的长路伴着我
[03:05.76]曾经在幽幽暗暗反反复复中追问
[03:12.87]才知道平平淡淡从从容容才是真
[03:20.09]再回首恍然如梦
[03:23.64]再回首我心依旧
[03:27.33]只有那无尽的长路伴着我
[03:34.44]再回首恍然如梦
[03:38.13]再回首我心依旧
[03:41.68]只有那无尽的长路伴着我

                    ",再回首
455,华晨宇,4:27," 
                       [00:00.71]华晨宇 - 我管你(Live)
[00:01.92]作词：郭德紫毅
[00:02.88]作曲：华晨宇
[00:03.78]原唱：华晨宇
[00:04.64]编曲：郑楠
[00:05.50]program：郑楠
[00:06.25]制作人：郑楠
[00:10.85]我不大接受
[00:13.55]什么被委屈别还手
[00:15.86]我不太能够
[00:18.80]顺应所谓的大潮流
[00:21.11]噢噢噢噢噢
[00:25.55]Say
[00:26.40]噢噢噢噢噢
[00:31.59]花臂或刺头
[00:34.40]应该没说明我所有
[00:36.77]我不找借口
[00:39.59]懂的人自然能看透
[00:41.95]噢噢噢噢噢
[00:46.39]Go
[00:47.24]噢噢噢噢噢
[00:52.97]没想辩解太多
[00:55.68]别用外表解说我
[01:03.44]误解不愿反驳
[01:06.05]我拒绝只谈如果
[01:14.19]我管你的感受
[01:15.81]噢噢噢噢噢
[01:19.49]我管你的感受
[01:21.10]噢噢噢噢噢
[01:24.72]我管你的感受
[01:26.38]噢噢噢噢噢
[01:29.85]我管你的感受
[01:31.56]噢噢噢噢噢
[01:36.79]管你什么想法
[01:39.56]我是我自己的表达
[01:41.93]管你什么看法
[01:44.74]我的世界我来浮夸
[01:47.16]噢噢噢噢
[01:50.03]我管你说得多复杂
[01:52.45]噢噢噢噢
[01:55.16]我不要被谁给教化
[01:57.68]管你什么说法
[02:00.50]当我是傻或是笑话
[02:02.81]管你什么办法
[02:05.63]别幻想我沦落倒下
[02:08.04]噢噢噢噢噢
[02:12.42]Say
[02:13.33]噢噢噢噢噢
[02:19.03]太多选择背后
[02:21.75]绝望像没有出口
[02:29.49]不如握紧拳头
[02:32.06]这就是我的所有
[02:40.45]我管你的感受
[02:42.01]噢噢噢噢噢
[02:45.54]我管你的感受
[02:47.15]噢噢噢噢噢
[02:50.82]我管你的感受
[02:52.38]噢噢噢噢噢
[02:55.91]我管你的感受
[02:57.57]噢噢噢噢噢
[03:02.85]管你多怪罪
[03:05.82]你没资格评头论足
[03:08.04]管你自以为
[03:10.90]你的意见我真不在乎
[03:13.22]噢噢噢噢噢
[03:17.73]Go
[03:18.51]噢噢噢噢噢
[03:34.33]管你什么想法
[03:36.95]我是我自己的表达
[03:39.32]管你什么看法
[03:42.09]我的世界我来浮夸
[03:44.56]噢噢噢噢
[03:47.38]我管你说得多复杂
[03:49.74]噢噢噢噢
[03:52.51]我不要被谁给教化
[03:54.93]管你什么说法
[03:57.75]当我是傻或是笑话
[04:00.12]管你什么办法
[04:02.99]别幻想我沦落倒下
[04:05.40]噢噢噢噢噢
[04:09.84]Say
[04:10.69]噢噢噢噢噢

                    ",我管你 (Live)
454,刘若英,4:36," 
                       [00:00.60]刘若英 - 成全
[00:01.60]词：施立/陈没
[00:02.60]曲：陈小霞
[00:12.38]看着你和她走到我面前
[00:17.30]微笑地对我说声
[00:19.63]好久不见
[00:23.82]如果当初没有我的成全
[00:28.87]是不是今天还在原地盘旋
[00:35.30]不为了勉强可笑的尊严
[00:40.21]所有的悲伤丢在
[00:42.38]分手那天
[00:46.70]未必永远才算爱得完全
[00:51.65]一个人的成全
[00:53.14]好过三个人的纠结
[00:58.79]我对你付出的青春
[01:02.34]这么多年
[01:04.52]换来了一句
[01:06.17]谢谢你的成全
[01:10.19]成全了你的潇洒与冒险
[01:15.97]成全了我的碧海蓝天
[01:21.73]她许你的海誓山盟
[01:25.19]蜜语甜言
[01:27.41]我只有一句
[01:28.96]不后悔的成全
[01:33.05]成全了你的今天与明天
[01:38.78]成全了我的下个夏天
[01:58.15]不为了勉强可笑的尊严
[02:02.99]所有的悲伤留在
[02:05.19]分手那天
[02:09.51]未必永远才算爱得完全
[02:14.52]一个人的成全
[02:16.11]好过三个人的纠结
[02:21.69]我对你付出的青春
[02:25.05]这么多年
[02:27.37]换来了一句
[02:28.92]谢谢你的成全
[02:33.10]成全了你的潇洒与冒险
[02:38.85]成全了我的碧海蓝天
[02:44.46]她许你的海誓山盟
[02:48.01]蜜语甜言
[02:50.15]我只有一句
[02:51.85]不后悔的成全
[02:55.86]成全了你的今天与明天
[03:01.77]成全了我的下个夏天
[03:30.40]我对你付出的青春
[03:33.76]这么多年
[03:35.96]换来了一句
[03:37.61]谢谢你的成全
[03:41.59]成全了你的潇洒与冒险
[03:47.35]成全了我的碧海蓝天
[03:53.03]她许你的海誓山盟
[03:56.55]蜜语甜言
[03:58.81]我只有一句
[04:00.36]不后悔的成全
[04:04.37]成全了你的今天与明天
[04:10.23]成全了我的下个夏天

                    ",成全
